year_bin_start,probability_density
6260,0.0013
6270,0.0011111111111111111
6280,0.0010666666666666667
6290,0.0011222222222222222
6300,0.0008555555555555556
6310,0.0008777777777777778
6320,0.001
6330,0.0011222222222222222
6340,0.0010666666666666667
6350,0.0009666666666666667
6360,0.0010444444444444444
6370,0.0009
6380,0.0010666666666666667
6390,0.0009777777777777777
6400,0.0008777777777777778
6410,0.001011111111111111
6420,0.0011222222222222222
6430,0.0009111111111111111
6440,0.0011444444444444445
6450,0.0010555555555555555
6460,0.0009222222222222222
6470,0.0009222222222222222
6480,0.0010333333333333334
6490,0.000988888888888889
6500,0.0008666666666666666
6510,0.0009777777777777777
6520,0.0010333333333333334
6530,0.0009111111111111111
6540,0.0008444444444444444
6550,0.0010222222222222223
6560,0.0008444444444444444
6570,0.0009
6580,0.0009666666666666667
6590,0.0009222222222222222
6600,0.0008333333333333334
6610,0.0008222222222222222
6620,0.0009444444444444445
6630,0.0007666666666666667
6640,0.0009333333333333333
6650,0.0009
6660,0.0009666666666666667
6670,0.0009555555555555555
6680,0.0008222222222222222
6690,0.0008888888888888889
6700,0.0007
6710,0.000988888888888889
6720,0.0007777777777777777
6730,0.0009666666666666667
6740,0.0009333333333333333
6750,0.0011777777777777778
6760,0.0009777777777777777
6770,0.0008777777777777778
6780,0.0008777777777777778
6790,0.001
6800,0.0007888888888888889
6810,0.0008555555555555556
6820,0.0009333333333333333
6830,0.0008111111111111111
6840,0.0008888888888888889
6850,0.0006444444444444444
6860,0.0008111111111111111
6870,0.0009666666666666667
6880,0.0009222222222222222
6890,0.0008666666666666666
6900,0.0008777777777777778
6910,0.0008111111111111111
6920,0.0007777777777777777
6930,0.0006888888888888888
6940,0.0007555555555555555
6950,0.0006444444444444444
6960,0.0010444444444444444
6970,0.0008444444444444444
6980,0.0007333333333333333
6990,0.0007333333333333333
7000,0.0009222222222222222
7010,0.0009777777777777777
7020,0.0007777777777777777
7030,0.0006777777777777778
7040,0.0007888888888888889
7050,0.0006888888888888888
7060,0.0008222222222222222
7070,0.0006444444444444444
7080,0.0009222222222222222
7090,0.0007555555555555555
7100,0.0006111111111111111
7110,0.0007888888888888889
7120,0.0007555555555555555
7130,0.0006555555555555556
7140,0.0006555555555555556
7150,0.0007333333333333333
7160,0.0008111111111111111
7170,0.0008111111111111111
7180,0.0007111111111111111
7190,0.0006888888888888888
7200,0.0005444444444444444
7210,0.0008333333333333334
7220,0.0007888888888888889
7230,0.0008555555555555556
7240,0.0007222222222222222
7250,0.0007555555555555555
7260,0.0006
7270,0.0007333333333333333
7280,0.0007222222222222222
7290,0.0007333333333333333
7300,0.0004111111111111111
7310,0.0008444444444444444
7320,0.0007555555555555555
7330,0.0005888888888888889
7340,0.0006222222222222223
7350,0.0006222222222222223
7360,0.0007
7370,0.0006888888888888888
7380,0.0007666666666666667
7390,0.0004888888888888889
7400,0.0006111111111111111
7410,0.0007333333333333333
7420,0.0005555555555555556
7430,0.0004888888888888889
7440,0.0006444444444444444
7450,0.0006222222222222223
7460,0.0005888888888888889
7470,0.0007
7480,0.0005555555555555556
7490,0.0007333333333333333
7500,0.0006777777777777778
7510,0.0007888888888888889
7520,0.0007444444444444445
7530,0.0006
7540,0.0005333333333333334
7550,0.0006888888888888888
7560,0.0006666666666666666
7570,0.0007444444444444445
7580,0.0008777777777777778
7590,0.0007555555555555555
7600,0.0006111111111111111
7610,0.0005
7620,0.0006555555555555556
7630,0.0006444444444444444
7640,0.0006333333333333333
7650,0.0005555555555555556
7660,0.0006444444444444444
7670,0.0005333333333333334
7680,0.0006
7690,0.0006555555555555556
7700,0.00045555555555555556
7710,0.0006
7720,0.0005444444444444444
7730,0.0005
7740,0.0005444444444444444
7750,0.0005444444444444444
7760,0.0005111111111111112
7770,0.0004333333333333333
7780,0.0004222222222222222
7790,0.0005111111111111112
7800,0.0006888888888888888
7810,0.00047777777777777776
7820,0.0005222222222222222
7830,0.00044444444444444447
7840,0.0004888888888888889
7850,0.0005666666666666667
7860,0.0004888888888888889
7870,0.0005333333333333334
7880,0.0004333333333333333
7890,0.0005777777777777778
7900,0.0004333333333333333
7910,0.0005444444444444444
7920,0.0005555555555555556
7930,0.0005888888888888889
7940,0.0005333333333333334
7950,0.00045555555555555556
7960,0.00038888888888888887
7970,0.0004888888888888889
7980,0.00045555555555555556
7990,0.0004111111111111111
8000,0.0004111111111111111
8010,0.0005777777777777778
8020,0.0005333333333333334
8030,0.0005333333333333334
8040,0.0005666666666666667
8050,0.0005111111111111112
8060,0.0005222222222222222
8070,0.00037777777777777777
8080,0.0005555555555555556
8090,0.0004888888888888889
8100,0.0004333333333333333
8110,0.0005222222222222222
8120,0.00038888888888888887
8130,0.0004222222222222222
8140,0.0005555555555555556
8150,0.0005333333333333334
8160,0.00044444444444444447
8170,0.0004333333333333333
8180,0.0004888888888888889
8190,0.0004222222222222222
8200,0.0004888888888888889
8210,0.0003222222222222222
8220,0.0005111111111111112
8230,0.0004111111111111111
8240,0.0004
8250,0.0005111111111111112
8260,0.0005111111111111112
8270,0.00045555555555555556
8280,0.00045555555555555556
8290,0.0004222222222222222
8300,0.00045555555555555556
8310,0.0003111111111111111
8320,0.00036666666666666667
8330,0.0005333333333333334
8340,0.0004333333333333333
8350,0.0004111111111111111
8360,0.0006
8370,0.00036666666666666667
8380,0.00047777777777777776
8390,0.0004888888888888889
8400,0.00044444444444444447
8410,0.0005333333333333334
8420,0.0003444444444444444
8430,0.00036666666666666667
8440,0.0002777777777777778
8450,0.00044444444444444447
8460,0.00037777777777777777
8470,0.00047777777777777776
8480,0.00045555555555555556
8490,0.0003111111111111111
8500,0.0003333333333333333
8510,0.00037777777777777777
8520,0.0003333333333333333
8530,0.0004333333333333333
8540,0.00038888888888888887
8550,0.00035555555555555557
8560,0.00037777777777777777
8570,0.00038888888888888887
8580,0.0003333333333333333
8590,0.0004111111111111111
8600,0.00035555555555555557
8610,0.0004222222222222222
8620,0.00038888888888888887
8630,0.00037777777777777777
8640,0.0002666666666666667
8650,0.0004111111111111111
8660,0.00037777777777777777
8670,0.0002111111111111111
8680,0.0003222222222222222
8690,0.0005111111111111112
8700,0.00037777777777777777
8710,0.0003111111111111111
8720,0.0004222222222222222
8730,0.0002888888888888889
8740,0.0002777777777777778
8750,0.0003222222222222222
8760,0.00037777777777777777
8770,0.00038888888888888887
8780,0.00035555555555555557
8790,0.0004333333333333333
8800,0.0003111111111111111
8810,0.0002666666666666667
8820,0.0003333333333333333
8830,0.00022222222222222223
8840,0.0003333333333333333
8850,0.0005
8860,0.0003444444444444444
8870,0.0004222222222222222
8880,0.0003333333333333333
8890,0.0004
8900,0.0002111111111111111
8910,0.0003111111111111111
8920,0.0002777777777777778
8930,0.00022222222222222223
8940,0.0002777777777777778
8950,0.00024444444444444443
8960,0.0002
8970,0.00037777777777777777
8980,0.0002555555555555556
8990,0.0003
9000,0.0003333333333333333
9010,0.0002888888888888889
9020,0.00024444444444444443
9030,0.0002555555555555556
9040,0.0003222222222222222
9050,0.0002777777777777778
9060,0.00022222222222222223
9070,0.0004222222222222222
9080,0.0003333333333333333
9090,0.0003111111111111111
9100,0.0003111111111111111
9110,0.00018888888888888888
9120,0.0003111111111111111
9130,0.0002666666666666667
9140,0.0003333333333333333
9150,0.0002777777777777778
9160,0.0003444444444444444
9170,0.0003111111111111111
9180,0.0003
9190,0.00022222222222222223
9200,0.0002111111111111111
9210,0.00016666666666666666
9220,0.00024444444444444443
9230,0.00036666666666666667
9240,0.0003222222222222222
9250,0.0002555555555555556
9260,0.0003333333333333333
9270,0.0002111111111111111
9280,0.0002555555555555556
9290,0.0002555555555555556
9300,0.00016666666666666666
9310,0.0002555555555555556
9320,0.0002555555555555556
9330,0.00024444444444444443
9340,0.0002555555555555556
9350,0.00016666666666666666
9360,0.0004
9370,0.0002888888888888889
9380,0.00022222222222222223
9390,0.0002555555555555556
9400,0.0003111111111111111
9410,0.0002111111111111111
9420,0.0002
9430,0.0002666666666666667
9440,0.0002666666666666667
9450,0.0002777777777777778
9460,0.00016666666666666666
9470,0.0003
9480,0.00023333333333333333
9490,0.00024444444444444443
9500,0.0002111111111111111
9510,0.0002777777777777778
9520,0.0002111111111111111
9530,0.00017777777777777779
9540,0.00018888888888888888
9550,0.0002555555555555556
9560,0.00022222222222222223
9570,0.00012222222222222221
9580,0.00017777777777777779
9590,0.00022222222222222223
9600,0.00023333333333333333
9610,0.00018888888888888888
9620,0.00017777777777777779
9630,0.00018888888888888888
9640,0.00024444444444444443
9650,0.0002
9660,0.0002
9670,0.00014444444444444444
9680,0.00017777777777777779
9690,0.00022222222222222223
9700,0.00022222222222222223
9710,0.00024444444444444443
9720,0.00016666666666666666
9730,0.00022222222222222223
9740,0.0002777777777777778
9750,0.00015555555555555556
9760,0.00017777777777777779
9770,0.00022222222222222223
9780,0.00024444444444444443
9790,0.00015555555555555556
9800,0.00024444444444444443
9810,0.00022222222222222223
9820,0.00017777777777777779
9830,0.00015555555555555556
9840,0.00016666666666666666
9850,0.00014444444444444444
9860,0.00014444444444444444
9870,0.00018888888888888888
9880,0.00016666666666666666
9890,0.00013333333333333334
9900,0.00017777777777777779
9910,0.00023333333333333333
9920,0.0002777777777777778
9930,0.00017777777777777779
9940,0.00017777777777777779
9950,0.00013333333333333334
9960,0.0002
9970,0.00014444444444444444
9980,0.00014444444444444444
9990,0.0002111111111111111
10000,0.00014444444444444444
10010,0.00017777777777777779
10020,0.00016666666666666666
10030,0.00018888888888888888
10040,0.00017777777777777779
10050,0.00015555555555555556
10060,0.0001
10070,0.00015555555555555556
10080,0.00022222222222222223
10090,0.00011111111111111112
10100,0.00015555555555555556
10110,0.0002111111111111111
10120,0.00016666666666666666
10130,7.777777777777778e-05
10140,0.00013333333333333334
10150,0.00012222222222222221
10160,0.00018888888888888888
10170,0.0001
10180,0.0002
10190,0.00016666666666666666
10200,0.0001
10210,0.00014444444444444444
10220,7.777777777777778e-05
10230,0.00014444444444444444
10240,0.00015555555555555556
10250,8.888888888888889e-05
10260,0.00013333333333333334
10270,0.00012222222222222221
10280,5.555555555555556e-05
10290,0.00014444444444444444
10300,7.777777777777778e-05
10310,0.00013333333333333334
10320,0.0001
10330,0.00014444444444444444
10340,0.00013333333333333334
10350,7.777777777777778e-05
10360,7.777777777777778e-05
10370,0.0001
10380,0.00011111111111111112
10390,0.00013333333333333334
10400,0.00012222222222222221
10410,0.00012222222222222221
10420,7.777777777777778e-05
10430,0.0001
10440,0.00016666666666666666
10450,0.00011111111111111112
10460,7.777777777777778e-05
10470,0.00013333333333333334
10480,0.00015555555555555556
10490,0.00011111111111111112
10500,0.0001
10510,8.888888888888889e-05
10520,6.666666666666667e-05
10530,7.777777777777778e-05
10540,0.00013333333333333334
10550,0.00012222222222222221
10560,8.888888888888889e-05
10570,0.00012222222222222221
10580,0.00011111111111111112
10590,0.00015555555555555556
10600,0.00014444444444444444
10610,0.00016666666666666666
10620,6.666666666666667e-05
10630,0.00012222222222222221
10640,0.00015555555555555556
10650,0.00012222222222222221
10660,0.00011111111111111112
10670,0.0001
10680,0.0001
10690,2.2222222222222223e-05
10700,6.666666666666667e-05
10710,7.777777777777778e-05
10720,6.666666666666667e-05
10730,0.00012222222222222221
10740,8.888888888888889e-05
10750,0.0001
10760,0.0001
10770,4.4444444444444447e-05
10780,6.666666666666667e-05
10790,5.555555555555556e-05
10800,8.888888888888889e-05
10810,4.4444444444444447e-05
10820,0.0001
10830,6.666666666666667e-05
10840,4.4444444444444447e-05
10850,6.666666666666667e-05
10860,0.0001
10870,4.4444444444444447e-05
10880,8.888888888888889e-05
10890,7.777777777777778e-05
10900,6.666666666666667e-05
10910,0.00012222222222222221
10920,0.00011111111111111112
10930,0.00013333333333333334
10940,6.666666666666667e-05
10950,5.555555555555556e-05
10960,7.777777777777778e-05
10970,7.777777777777778e-05
10980,4.4444444444444447e-05
10990,4.4444444444444447e-05
11000,0.0001
11010,5.555555555555556e-05
11020,4.4444444444444447e-05
11030,7.777777777777778e-05
11040,6.666666666666667e-05
11050,3.3333333333333335e-05
11060,7.777777777777778e-05
11070,4.4444444444444447e-05
11080,4.4444444444444447e-05
11090,0.0001
11100,6.666666666666667e-05
11110,4.4444444444444447e-05
11120,8.888888888888889e-05
11130,7.777777777777778e-05
11140,4.4444444444444447e-05
11150,8.888888888888889e-05
11160,7.777777777777778e-05
11170,5.555555555555556e-05
11180,0.0001
11190,7.777777777777778e-05
11200,5.555555555555556e-05
11210,6.666666666666667e-05
11220,0.0001
11230,6.666666666666667e-05
11240,6.666666666666667e-05
11250,7.777777777777778e-05
11260,6.666666666666667e-05
11270,8.888888888888889e-05
11280,7.777777777777778e-05
11290,0.0001
11300,6.666666666666667e-05
11310,4.4444444444444447e-05
11320,7.777777777777778e-05
11330,0.00012222222222222221
11340,4.4444444444444447e-05
11350,4.4444444444444447e-05
11360,4.4444444444444447e-05
11370,4.4444444444444447e-05
11380,6.666666666666667e-05
11390,7.777777777777778e-05
11400,7.777777777777778e-05
11410,3.3333333333333335e-05
11420,4.4444444444444447e-05
11430,3.3333333333333335e-05
11440,3.3333333333333335e-05
11450,5.555555555555556e-05
11460,6.666666666666667e-05
11470,0.0001
11480,8.888888888888889e-05
11490,0.0001
11500,2.2222222222222223e-05
11510,5.555555555555556e-05
11520,2.2222222222222223e-05
11530,4.4444444444444447e-05
11540,4.4444444444444447e-05
11550,4.4444444444444447e-05
11560,1.1111111111111112e-05
11570,2.2222222222222223e-05
11580,2.2222222222222223e-05
11590,5.555555555555556e-05
11600,2.2222222222222223e-05
11610,6.666666666666667e-05
11620,2.2222222222222223e-05
11630,3.3333333333333335e-05
11640,6.666666666666667e-05
11650,3.3333333333333335e-05
11670,2.2222222222222223e-05
11680,5.555555555555556e-05
11690,4.4444444444444447e-05
11700,3.3333333333333335e-05
11710,3.3333333333333335e-05
11720,4.4444444444444447e-05
11730,5.555555555555556e-05
11740,3.3333333333333335e-05
11750,6.666666666666667e-05
11760,1.1111111111111112e-05
11770,3.3333333333333335e-05
11780,5.555555555555556e-05
11790,4.4444444444444447e-05
11800,2.2222222222222223e-05
11810,3.3333333333333335e-05
11820,2.2222222222222223e-05
11830,1.1111111111111112e-05
11840,2.2222222222222223e-05
11850,5.555555555555556e-05
11860,3.3333333333333335e-05
11870,3.3333333333333335e-05
11880,4.4444444444444447e-05
11890,2.2222222222222223e-05
11900,5.555555555555556e-05
11910,1.1111111111111112e-05
11920,2.2222222222222223e-05
11930,3.3333333333333335e-05
11940,2.2222222222222223e-05
11950,5.555555555555556e-05
11960,4.4444444444444447e-05
11970,5.555555555555556e-05
11980,3.3333333333333335e-05
11990,5.555555555555556e-05
12000,1.1111111111111112e-05
12020,4.4444444444444447e-05
12030,3.3333333333333335e-05
12040,2.2222222222222223e-05
12050,4.4444444444444447e-05
12060,5.555555555555556e-05
12070,2.2222222222222223e-05
12080,4.4444444444444447e-05
12090,1.1111111111111112e-05
12100,3.3333333333333335e-05
12110,4.4444444444444447e-05
12120,4.4444444444444447e-05
12130,3.3333333333333335e-05
12140,3.3333333333333335e-05
12150,1.1111111111111112e-05
12160,3.3333333333333335e-05
12170,1.1111111111111112e-05
12180,2.2222222222222223e-05
12200,4.4444444444444447e-05
12210,4.4444444444444447e-05
12220,6.666666666666667e-05
12230,2.2222222222222223e-05
12240,2.2222222222222223e-05
12260,2.2222222222222223e-05
12270,1.1111111111111112e-05
12280,3.3333333333333335e-05
12290,1.1111111111111112e-05
12300,8.888888888888889e-05
12310,5.555555555555556e-05
12330,1.1111111111111112e-05
12340,5.555555555555556e-05
12350,3.3333333333333335e-05
12360,4.4444444444444447e-05
12370,2.2222222222222223e-05
12380,1.1111111111111112e-05
12390,5.555555555555556e-05
12400,2.2222222222222223e-05
12410,1.1111111111111112e-05
12420,3.3333333333333335e-05
12430,1.1111111111111112e-05
12440,2.2222222222222223e-05
12450,3.3333333333333335e-05
12460,3.3333333333333335e-05
12470,2.2222222222222223e-05
12480,2.2222222222222223e-05
12490,1.1111111111111112e-05
12500,2.2222222222222223e-05
12510,2.2222222222222223e-05
12520,4.4444444444444447e-05
12530,1.1111111111111112e-05
12540,2.2222222222222223e-05
12550,3.3333333333333335e-05
12560,3.3333333333333335e-05
12580,4.4444444444444447e-05
12590,1.1111111111111112e-05
12600,1.1111111111111112e-05
12610,1.1111111111111112e-05
12620,4.4444444444444447e-05
12630,4.4444444444444447e-05
12650,6.666666666666667e-05
12660,1.1111111111111112e-05
12670,1.1111111111111112e-05
12680,2.2222222222222223e-05
12700,1.1111111111111112e-05
12710,2.2222222222222223e-05
12720,1.1111111111111112e-05
12730,3.3333333333333335e-05
12750,3.3333333333333335e-05
12760,3.3333333333333335e-05
12780,1.1111111111111112e-05
12790,1.1111111111111112e-05
12800,1.1111111111111112e-05
12810,4.4444444444444447e-05
12820,4.4444444444444447e-05
12830,2.2222222222222223e-05
12840,3.3333333333333335e-05
12850,3.3333333333333335e-05
12860,1.1111111111111112e-05
12870,1.1111111111111112e-05
12880,2.2222222222222223e-05
12890,1.1111111111111112e-05
12910,2.2222222222222223e-05
12920,1.1111111111111112e-05
12930,2.2222222222222223e-05
12940,1.1111111111111112e-05
12960,2.2222222222222223e-05
12970,2.2222222222222223e-05
12980,1.1111111111111112e-05
13000,1.1111111111111112e-05
13010,1.1111111111111112e-05
13020,1.1111111111111112e-05
13030,1.1111111111111112e-05
13040,1.1111111111111112e-05
13050,1.1111111111111112e-05
13060,1.1111111111111112e-05
13070,1.1111111111111112e-05
13080,2.2222222222222223e-05
13090,6.666666666666667e-05
13120,2.2222222222222223e-05
13150,1.1111111111111112e-05
13160,1.1111111111111112e-05
13170,1.1111111111111112e-05
13180,1.1111111111111112e-05
13200,1.1111111111111112e-05
13210,3.3333333333333335e-05
13220,1.1111111111111112e-05
13230,1.1111111111111112e-05
13270,3.3333333333333335e-05
13280,1.1111111111111112e-05
13290,1.1111111111111112e-05
13300,1.1111111111111112e-05
13310,1.1111111111111112e-05
13330,1.1111111111111112e-05
13340,1.1111111111111112e-05
13350,2.2222222222222223e-05
13360,3.3333333333333335e-05
13370,1.1111111111111112e-05
13380,2.2222222222222223e-05
13390,1.1111111111111112e-05
13400,2.2222222222222223e-05
13410,1.1111111111111112e-05
13420,1.1111111111111112e-05
13430,4.4444444444444447e-05
13440,2.2222222222222223e-05
13450,1.1111111111111112e-05
13480,2.2222222222222223e-05
13490,1.1111111111111112e-05
13500,1.1111111111111112e-05
13510,1.1111111111111112e-05
13520,2.2222222222222223e-05
13550,2.2222222222222223e-05
13560,1.1111111111111112e-05
13580,1.1111111111111112e-05
13590,1.1111111111111112e-05
13610,2.2222222222222223e-05
13620,1.1111111111111112e-05
13630,2.2222222222222223e-05
13640,1.1111111111111112e-05
13650,1.1111111111111112e-05
13660,3.3333333333333335e-05
13670,1.1111111111111112e-05
13690,1.1111111111111112e-05
13700,4.4444444444444447e-05
13730,1.1111111111111112e-05
13760,1.1111111111111112e-05
13770,1.1111111111111112e-05
13790,1.1111111111111112e-05
13820,1.1111111111111112e-05
13830,1.1111111111111112e-05
13840,1.1111111111111112e-05
13850,1.1111111111111112e-05
13910,1.1111111111111112e-05
13960,1.1111111111111112e-05
13980,1.1111111111111112e-05
13990,1.1111111111111112e-05
14000,2.2222222222222223e-05
14030,1.1111111111111112e-05
14040,1.1111111111111112e-05
14090,1.1111111111111112e-05
14140,1.1111111111111112e-05
14170,1.1111111111111112e-05
14210,2.2222222222222223e-05
14220,1.1111111111111112e-05
14230,3.3333333333333335e-05
14250,1.1111111111111112e-05
14260,1.1111111111111112e-05
14270,1.1111111111111112e-05
14320,2.2222222222222223e-05
14330,2.2222222222222223e-05
14380,1.1111111111111112e-05
14390,1.1111111111111112e-05
14420,1.1111111111111112e-05
14430,1.1111111111111112e-05
14440,1.1111111111111112e-05
14450,1.1111111111111112e-05
14460,1.1111111111111112e-05
14470,1.1111111111111112e-05
14550,1.1111111111111112e-05
14590,1.1111111111111112e-05
14640,1.1111111111111112e-05
14670,1.1111111111111112e-05
14680,1.1111111111111112e-05
14690,1.1111111111111112e-05
14740,1.1111111111111112e-05
14750,3.3333333333333335e-05
14760,1.1111111111111112e-05
14790,2.2222222222222223e-05
14870,1.1111111111111112e-05
14880,1.1111111111111112e-05
14900,1.1111111111111112e-05
14910,1.1111111111111112e-05
14950,1.1111111111111112e-05
14980,1.1111111111111112e-05
14990,1.1111111111111112e-05
15000,1.1111111111111112e-05
15010,1.1111111111111112e-05
15040,1.1111111111111112e-05
15060,1.1111111111111112e-05
15110,2.2222222222222223e-05
15120,1.1111111111111112e-05
15160,1.1111111111111112e-05
15170,1.1111111111111112e-05
15180,1.1111111111111112e-05
15210,1.1111111111111112e-05
15220,2.2222222222222223e-05
15280,1.1111111111111112e-05
15290,1.1111111111111112e-05
15300,1.1111111111111112e-05
15320,1.1111111111111112e-05
15330,1.1111111111111112e-05
15340,1.1111111111111112e-05
15390,1.1111111111111112e-05
15400,1.1111111111111112e-05
15420,1.1111111111111112e-05
15440,1.1111111111111112e-05
15450,1.1111111111111112e-05
15550,1.1111111111111112e-05
15590,1.1111111111111112e-05
15610,1.1111111111111112e-05
15660,3.3333333333333335e-05
15670,1.1111111111111112e-05
15680,1.1111111111111112e-05
15690,1.1111111111111112e-05
15830,1.1111111111111112e-05
15900,1.1111111111111112e-05
15910,1.1111111111111112e-05
15930,1.1111111111111112e-05
15950,1.1111111111111112e-05
16020,1.1111111111111112e-05
16090,1.1111111111111112e-05
16150,1.1111111111111112e-05
16170,1.1111111111111112e-05
16250,1.1111111111111112e-05
16290,1.1111111111111112e-05
16310,1.1111111111111112e-05
16350,2.2222222222222223e-05
16370,1.1111111111111112e-05
16400,1.1111111111111112e-05
16410,1.1111111111111112e-05
16420,1.1111111111111112e-05
16490,1.1111111111111112e-05
16540,1.1111111111111112e-05
16700,1.1111111111111112e-05
16780,1.1111111111111112e-05
16880,1.1111111111111112e-05
16890,1.1111111111111112e-05
16980,1.1111111111111112e-05
17030,1.1111111111111112e-05
17210,1.1111111111111112e-05
17320,2.2222222222222223e-05
17340,1.1111111111111112e-05
17490,1.1111111111111112e-05
17530,1.1111111111111112e-05
17630,1.1111111111111112e-05
17680,1.1111111111111112e-05
17750,1.1111111111111112e-05
17760,1.1111111111111112e-05
17770,1.1111111111111112e-05
17790,3.3333333333333335e-05
17940,1.1111111111111112e-05
17970,1.1111111111111112e-05
18080,1.1111111111111112e-05
18130,1.1111111111111112e-05
18220,1.1111111111111112e-05
18260,1.1111111111111112e-05
18340,1.1111111111111112e-05
18490,1.1111111111111112e-05
18580,1.1111111111111112e-05
18600,2.2222222222222223e-05
18670,1.1111111111111112e-05
18690,1.1111111111111112e-05
18710,1.1111111111111112e-05
18830,1.1111111111111112e-05
18910,1.1111111111111112e-05
18930,1.1111111111111112e-05
19000,1.1111111111111112e-05
19030,1.1111111111111112e-05
19050,1.1111111111111112e-05
19060,1.1111111111111112e-05
19070,1.1111111111111112e-05
19100,2.2222222222222223e-05
19120,1.1111111111111112e-05
19180,1.1111111111111112e-05
19230,1.1111111111111112e-05
19240,1.1111111111111112e-05
19290,2.2222222222222223e-05
19420,1.1111111111111112e-05
19440,1.1111111111111112e-05
19480,1.1111111111111112e-05
19490,1.1111111111111112e-05
19510,1.1111111111111112e-05
19540,1.1111111111111112e-05
19680,1.1111111111111112e-05
19770,1.1111111111111112e-05
19800,1.1111111111111112e-05
19810,1.1111111111111112e-05
19840,1.1111111111111112e-05
19850,2.2222222222222223e-05
19950,1.1111111111111112e-05
19980,1.1111111111111112e-05
19990,1.1111111111111112e-05
20000,1.1111111111111112e-05
20060,1.1111111111111112e-05
20100,1.1111111111111112e-05
20120,1.1111111111111112e-05
20160,1.1111111111111112e-05
20180,1.1111111111111112e-05
20190,1.1111111111111112e-05
20210,1.1111111111111112e-05
20270,1.1111111111111112e-05
20300,1.1111111111111112e-05
20350,1.1111111111111112e-05
20360,1.1111111111111112e-05
20380,1.1111111111111112e-05
20390,1.1111111111111112e-05
20460,1.1111111111111112e-05
20500,1.1111111111111112e-05
20580,1.1111111111111112e-05
20660,1.1111111111111112e-05
20790,1.1111111111111112e-05
20950,2.2222222222222223e-05
20980,2.2222222222222223e-05
21000,1.1111111111111112e-05
21010,1.1111111111111112e-05
21020,1.1111111111111112e-05
21060,2.2222222222222223e-05
21070,1.1111111111111112e-05
21180,1.1111111111111112e-05
21360,1.1111111111111112e-05
21430,1.1111111111111112e-05
21440,2.2222222222222223e-05
21450,1.1111111111111112e-05
21480,1.1111111111111112e-05
21490,1.1111111111111112e-05
21560,1.1111111111111112e-05
21610,1.1111111111111112e-05
21620,1.1111111111111112e-05
21640,1.1111111111111112e-05
21650,1.1111111111111112e-05
21690,1.1111111111111112e-05
21700,1.1111111111111112e-05
21710,1.1111111111111112e-05
21780,1.1111111111111112e-05
21800,1.1111111111111112e-05
21890,1.1111111111111112e-05
21920,1.1111111111111112e-05
21970,1.1111111111111112e-05
22010,1.1111111111111112e-05
22080,1.1111111111111112e-05
22100,1.1111111111111112e-05
22140,2.2222222222222223e-05
22190,1.1111111111111112e-05
22300,1.1111111111111112e-05
22310,1.1111111111111112e-05
22320,1.1111111111111112e-05
22390,2.2222222222222223e-05
22420,1.1111111111111112e-05
22430,1.1111111111111112e-05
22440,1.1111111111111112e-05
22460,1.1111111111111112e-05
22470,1.1111111111111112e-05
22490,3.3333333333333335e-05
22500,1.1111111111111112e-05
22510,1.1111111111111112e-05
22530,1.1111111111111112e-05
22600,1.1111111111111112e-05
22610,1.1111111111111112e-05
22630,1.1111111111111112e-05
22640,1.1111111111111112e-05
22670,1.1111111111111112e-05
22760,2.2222222222222223e-05
22800,1.1111111111111112e-05
22810,1.1111111111111112e-05
22840,1.1111111111111112e-05
22880,1.1111111111111112e-05
22890,1.1111111111111112e-05
22920,1.1111111111111112e-05
22970,2.2222222222222223e-05
22980,1.1111111111111112e-05
23040,1.1111111111111112e-05
23110,1.1111111111111112e-05
23140,1.1111111111111112e-05
23150,1.1111111111111112e-05
23170,1.1111111111111112e-05
23240,1.1111111111111112e-05
23250,1.1111111111111112e-05
23270,1.1111111111111112e-05
23360,2.2222222222222223e-05
23380,2.2222222222222223e-05
23440,1.1111111111111112e-05
23470,1.1111111111111112e-05
23490,1.1111111111111112e-05
23500,1.1111111111111112e-05
23510,1.1111111111111112e-05
23540,1.1111111111111112e-05
23560,3.3333333333333335e-05
23610,1.1111111111111112e-05
23660,1.1111111111111112e-05
23710,1.1111111111111112e-05
23720,1.1111111111111112e-05
23730,1.1111111111111112e-05
23750,1.1111111111111112e-05
23770,1.1111111111111112e-05
23780,1.1111111111111112e-05
23790,1.1111111111111112e-05
23850,1.1111111111111112e-05
23860,1.1111111111111112e-05
23910,1.1111111111111112e-05
23930,1.1111111111111112e-05
23940,2.2222222222222223e-05
23990,1.1111111111111112e-05
24010,1.1111111111111112e-05
24020,1.1111111111111112e-05
24060,1.1111111111111112e-05
24070,1.1111111111111112e-05
24160,2.2222222222222223e-05
24170,1.1111111111111112e-05
24240,2.2222222222222223e-05
24250,1.1111111111111112e-05
24340,1.1111111111111112e-05
24390,1.1111111111111112e-05
24420,1.1111111111111112e-05
24440,1.1111111111111112e-05
24450,1.1111111111111112e-05
24470,1.1111111111111112e-05
24480,1.1111111111111112e-05
24490,1.1111111111111112e-05
24500,1.1111111111111112e-05
24520,1.1111111111111112e-05
24560,1.1111111111111112e-05
24620,1.1111111111111112e-05
24630,1.1111111111111112e-05
24670,1.1111111111111112e-05
24690,1.1111111111111112e-05
24750,1.1111111111111112e-05
24780,1.1111111111111112e-05
24790,1.1111111111111112e-05
24820,1.1111111111111112e-05
24860,2.2222222222222223e-05
24910,1.1111111111111112e-05
